id_student,code_module,code_presentation,dropout,total_clicks,total_sessions,first_active_day,last_active_day,activity_span,avg_clicks_per_day,num_assessments_submitted,avg_score,min_score,num_low_scores,avg_submission_delay,gender,age_band,region,highest_education,imd_band,num_of_prev_attempts,studied_credits,disability
123087,BBB,2014J,0,80.0,9.0,-9.0,14.0,23.0,8.88888888888889,1.0,100.0,100.0,0.0,-5.0,F,0-35,West Midlands Region,A Level or Equivalent,0-10%,0,120,N
125535,BBB,2014J,0,32.0,7.0,-9.0,19.0,28.0,4.571428571428571,1.0,1.0,1.0,1.0,0.0,F,35-55,Scotland,A Level or Equivalent,30-40%,2,120,N
126769,BBB,2014J,0,173.0,13.0,-8.0,17.0,25.0,13.307692307692308,1.0,100.0,100.0,0.0,-7.0,F,0-35,West Midlands Region,Lower Than A Level,0-10%,1,60,N
126800,BBB,2014J,0,244.0,9.0,-9.0,20.0,29.0,27.11111111111111,1.0,1.0,1.0,1.0,-14.0,F,35-55,East Midlands Region,A Level or Equivalent,60-70%,0,120,N
132924,BBB,2014J,0,9.0,1.0,18.0,18.0,0.0,9.0,1.0,1.0,1.0,1.0,-1.0,F,35-55,South West Region,Lower Than A Level,10-20,0,60,N
138407,BBB,2014J,1,119.0,10.0,-9.0,14.0,23.0,11.9,1.0,1.0,1.0,1.0,-5.0,F,35-55,South West Region,A Level or Equivalent,30-40%,0,60,N
142324,BBB,2014J,0,27.0,3.0,-9.0,15.0,24.0,9.0,1.0,100.0,100.0,0.0,-4.0,F,35-55,East Anglian Region,Lower Than A Level,30-40%,1,120,N
145280,BBB,2014J,0,180.0,3.0,2.0,15.0,13.0,60.0,1.0,100.0,100.0,0.0,-11.0,F,35-55,East Midlands Region,Lower Than A Level,20-30%,1,60,N
150398,BBB,2014J,0,103.0,11.0,-9.0,15.0,24.0,9.363636363636363,1.0,1.0,1.0,1.0,-4.0,F,0-35,East Midlands Region,A Level or Equivalent,90-100%,0,60,Y
151917,BBB,2014J,0,45.0,7.0,-8.0,18.0,26.0,6.428571428571429,1.0,100.0,100.0,0.0,-4.0,F,0-35,West Midlands Region,A Level or Equivalent,10-20,4,60,N
152973,BBB,2014J,0,82.0,5.0,4.0,18.0,14.0,16.4,1.0,1.0,1.0,1.0,-1.0,F,35-55,Scotland,Lower Than A Level,60-70%,0,120,N
155484,BBB,2014J,0,258.0,14.0,-8.0,18.0,26.0,18.428571428571427,1.0,1.0,1.0,1.0,-3.0,F,35-55,South West Region,Lower Than A Level,60-70%,0,120,N
156358,BBB,2014J,1,135.0,13.0,-9.0,20.0,29.0,10.384615384615385,1.0,100.0,100.0,0.0,-19.0,F,0-35,Ireland,Lower Than A Level,60-70%,2,60,N
157752,BBB,2014J,0,163.0,8.0,-8.0,17.0,25.0,20.375,1.0,1.0,1.0,1.0,-2.0,F,0-35,Wales,A Level or Equivalent,0-10%,0,120,N
160026,BBB,2014J,0,33.0,4.0,3.0,19.0,16.0,8.25,1.0,100.0,100.0,0.0,0.0,F,0-35,West Midlands Region,A Level or Equivalent,20-30%,2,60,N
165099,BBB,2014J,0,213.0,13.0,-9.0,13.0,22.0,16.384615384615383,1.0,1.0,1.0,1.0,-18.0,F,0-35,East Midlands Region,Lower Than A Level,20-30%,0,180,N
169008,BBB,2014J,0,10.0,3.0,17.0,19.0,2.0,3.3333333333333335,1.0,100.0,100.0,0.0,-1.0,M,35-55,Ireland,Lower Than A Level,10-20,0,60,N
169400,BBB,2014J,0,207.0,10.0,-9.0,18.0,27.0,20.7,1.0,100.0,100.0,0.0,-1.0,F,0-35,Wales,HE Qualification,90-100%,0,120,N
173163,BBB,2014J,0,88.0,4.0,2.0,18.0,16.0,22.0,1.0,1.0,1.0,1.0,-1.0,F,35-55,South West Region,A Level or Equivalent,10-20,0,60,N
177554,BBB,2014J,0,244.0,9.0,-9.0,18.0,27.0,27.11111111111111,1.0,100.0,100.0,0.0,-1.0,F,0-35,South Region,A Level or Equivalent,40-50%,0,60,N
179073,BBB,2014J,1,42.0,5.0,-2.0,17.0,19.0,8.4,1.0,100.0,100.0,0.0,-2.0,F,0-35,East Anglian Region,Lower Than A Level,60-70%,1,60,N
179297,BBB,2014J,0,107.0,2.0,17.0,18.0,1.0,53.5,1.0,100.0,100.0,0.0,-1.0,F,35-55,East Midlands Region,Lower Than A Level,10-20,1,60,N
184234,BBB,2014J,0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,0-35,Ireland,Lower Than A Level,10-20,1,60,N
184583,BBB,2014J,0,152.0,9.0,-9.0,19.0,28.0,16.88888888888889,0.0,0.0,0.0,0.0,0.0,F,0-35,Wales,Lower Than A Level,40-50%,3,60,N
184972,BBB,2014J,0,133.0,8.0,-8.0,16.0,24.0,16.625,1.0,100.0,100.0,0.0,-3.0,F,0-35,Scotland,Lower Than A Level,90-100%,0,60,N
188766,BBB,2014J,0,164.0,6.0,8.0,18.0,10.0,27.333333333333332,1.0,100.0,100.0,0.0,-1.0,F,35-55,Ireland,A Level or Equivalent,0-10%,0,120,N
191459,BBB,2014J,0,140.0,8.0,-7.0,16.0,23.0,17.5,1.0,1.0,1.0,1.0,-11.0,F,0-35,Scotland,A Level or Equivalent,60-70%,1,60,Y
191746,BBB,2014J,0,6.0,2.0,-8.0,3.0,11.0,3.0,1.0,80.0,80.0,0.0,-16.0,F,0-35,Wales,Lower Than A Level,40-50%,2,90,N
191973,BBB,2014J,0,21.0,1.0,-5.0,-5.0,0.0,21.0,1.0,1.0,1.0,1.0,-24.0,F,35-55,Wales,HE Qualification,60-70%,0,60,N
192944,BBB,2014J,0,168.0,16.0,-9.0,19.0,28.0,10.5,1.0,1.0,1.0,1.0,-18.0,F,35-55,East Midlands Region,Lower Than A Level,40-50%,0,60,N
193310,BBB,2014J,0,143.0,9.0,-9.0,16.0,25.0,15.88888888888889,1.0,100.0,100.0,0.0,-16.0,F,0-35,South West Region,HE Qualification,0-10%,0,120,N
195221,BBB,2014J,0,93.0,6.0,3.0,19.0,16.0,15.5,1.0,50.0,50.0,0.0,-9.0,F,0-35,Wales,A Level or Equivalent,50-60%,1,60,N
195345,BBB,2014J,0,292.0,9.0,0.0,20.0,20.0,32.44444444444444,1.0,100.0,100.0,0.0,-19.0,F,0-35,East Anglian Region,Lower Than A Level,90-100%,1,60,N
195940,BBB,2014J,0,163.0,7.0,-9.0,16.0,25.0,23.285714285714285,1.0,100.0,100.0,0.0,-1.0,F,0-35,Wales,Lower Than A Level,20-30%,0,60,N
197527,BBB,2014J,0,166.0,6.0,-9.0,18.0,27.0,27.666666666666668,0.0,0.0,0.0,0.0,0.0,F,0-35,Wales,Lower Than A Level,70-80%,0,60,N
226839,BBB,2014J,0,117.0,8.0,2.0,18.0,16.0,14.625,1.0,100.0,100.0,0.0,-1.0,F,0-35,South Region,A Level or Equivalent,90-100%,0,60,N
228909,BBB,2014J,1,233.0,6.0,-9.0,16.0,25.0,38.833333333333336,1.0,1.0,1.0,1.0,-3.0,M,35-55,North Region,Lower Than A Level,?,0,60,Y
229326,BBB,2014J,1,343.0,11.0,-6.0,17.0,23.0,31.181818181818183,1.0,100.0,100.0,0.0,-2.0,F,35-55,West Midlands Region,Lower Than A Level,30-40%,0,60,N
230383,BBB,2014J,0,1082.0,27.0,-9.0,20.0,29.0,40.074074074074076,1.0,1.0,1.0,1.0,-18.0,F,0-35,Yorkshire Region,A Level or Equivalent,60-70%,0,60,N
235371,BBB,2014J,0,55.0,5.0,3.0,18.0,15.0,11.0,1.0,1.0,1.0,1.0,-1.0,M,0-35,East Anglian Region,A Level or Equivalent,80-90%,0,60,N
237913,BBB,2014J,0,377.0,24.0,-9.0,20.0,29.0,15.708333333333334,1.0,100.0,100.0,0.0,-7.0,F,0-35,North Western Region,A Level or Equivalent,20-30%,2,60,N
238144,BBB,2014J,0,112.0,4.0,1.0,20.0,19.0,28.0,1.0,100.0,100.0,0.0,-2.0,F,35-55,Wales,A Level or Equivalent,40-50%,3,60,N
242893,BBB,2014J,1,41.0,3.0,0.0,12.0,12.0,13.666666666666666,1.0,100.0,100.0,0.0,-10.0,F,0-35,Yorkshire Region,No Formal quals,30-40%,2,60,N
245784,BBB,2014J,0,94.0,4.0,5.0,20.0,15.0,23.5,1.0,100.0,100.0,0.0,0.0,F,35-55,East Anglian Region,HE Qualification,30-40%,1,60,N
247457,BBB,2014J,0,78.0,6.0,-8.0,18.0,26.0,13.0,1.0,100.0,100.0,0.0,-1.0,F,0-35,South East Region,A Level or Equivalent,80-90%,0,60,N
247967,BBB,2014J,1,127.0,5.0,-4.0,17.0,21.0,25.4,1.0,100.0,100.0,0.0,-2.0,F,0-35,West Midlands Region,Lower Than A Level,0-10%,0,60,N
249154,BBB,2014J,0,73.0,3.0,-8.0,15.0,23.0,24.333333333333332,1.0,1.0,1.0,1.0,-4.0,F,0-35,Yorkshire Region,A Level or Equivalent,0-10%,0,60,N
252863,BBB,2014J,0,30.0,4.0,5.0,20.0,15.0,7.5,1.0,100.0,100.0,0.0,-5.0,M,35-55,East Midlands Region,Lower Than A Level,40-50%,0,60,N
254612,BBB,2014J,0,132.0,7.0,-5.0,18.0,23.0,18.857142857142858,1.0,1.0,1.0,1.0,-1.0,M,0-35,Scotland,A Level or Equivalent,30-40%,3,90,N
258268,BBB,2014J,0,5.0,2.0,-8.0,16.0,24.0,2.5,1.0,100.0,100.0,0.0,-2.0,F,0-35,East Midlands Region,HE Qualification,30-40%,0,120,N
258840,BBB,2014J,0,142.0,11.0,-9.0,15.0,24.0,12.909090909090908,1.0,1.0,1.0,1.0,-5.0,F,0-35,London Region,A Level or Equivalent,30-40%,1,60,N
260137,BBB,2014J,0,108.0,11.0,-9.0,18.0,27.0,9.818181818181818,1.0,100.0,100.0,0.0,-1.0,M,0-35,West Midlands Region,HE Qualification,10-20,0,60,N
260216,BBB,2014J,0,19.0,4.0,-9.0,17.0,26.0,4.75,1.0,100.0,100.0,0.0,-6.0,F,0-35,North Western Region,Lower Than A Level,20-30%,1,60,N
263448,BBB,2014J,0,210.0,14.0,-9.0,19.0,28.0,15.0,1.0,100.0,100.0,0.0,-1.0,F,0-35,South West Region,HE Qualification,30-40%,0,60,N
264694,BBB,2014J,0,175.0,9.0,0.0,18.0,18.0,19.444444444444443,1.0,100.0,100.0,0.0,-1.0,F,0-35,Wales,Lower Than A Level,20-30%,0,60,N
265466,BBB,2014J,0,17.0,1.0,18.0,18.0,0.0,17.0,1.0,100.0,100.0,0.0,0.0,F,35-55,Ireland,A Level or Equivalent,30-40%,1,60,N
267774,BBB,2014J,1,32.0,2.0,11.0,18.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,F,0-35,Scotland,A Level or Equivalent,40-50%,0,60,N
269510,BBB,2014J,0,75.0,7.0,-9.0,20.0,29.0,10.714285714285714,1.0,100.0,100.0,0.0,-3.0,F,0-35,East Midlands Region,A Level or Equivalent,40-50%,0,60,Y
271047,BBB,2014J,1,7.0,1.0,-7.0,-7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,F,0-35,South West Region,Lower Than A Level,90-100%,0,60,N
272000,BBB,2014J,0,188.0,10.0,-9.0,8.0,17.0,18.8,0.0,0.0,0.0,0.0,0.0,M,0-35,Yorkshire Region,HE Qualification,40-50%,0,90,N
272617,BBB,2014J,1,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,100.0,100.0,0.0,-3.0,F,0-35,East Midlands Region,Lower Than A Level,20-30%,3,60,Y
275006,BBB,2014J,0,94.0,8.0,-9.0,20.0,29.0,11.75,1.0,100.0,100.0,0.0,-1.0,F,0-35,London Region,Lower Than A Level,20-30%,2,60,N
275180,BBB,2014J,0,470.0,17.0,-7.0,20.0,27.0,27.647058823529413,1.0,1.0,1.0,1.0,-5.0,F,35-55,East Midlands Region,Lower Than A Level,20-30%,0,60,N
275296,BBB,2014J,0,125.0,9.0,-9.0,16.0,25.0,13.88888888888889,1.0,100.0,100.0,0.0,-18.0,F,0-35,East Midlands Region,A Level or Equivalent,60-70%,2,60,N
276925,BBB,2014J,0,31.0,4.0,-8.0,17.0,25.0,7.75,1.0,1.0,1.0,1.0,-2.0,F,35-55,Wales,A Level or Equivalent,70-80%,1,60,N
277967,BBB,2014J,0,42.0,3.0,-4.0,16.0,20.0,14.0,1.0,100.0,100.0,0.0,-2.0,M,0-35,London Region,Lower Than A Level,70-80%,1,60,N
280054,BBB,2014J,0,200.0,9.0,-1.0,18.0,19.0,22.22222222222222,1.0,100.0,100.0,0.0,-9.0,F,0-35,Wales,Lower Than A Level,0-10%,0,60,N
280152,BBB,2014J,0,215.0,10.0,-9.0,19.0,28.0,21.5,1.0,1.0,1.0,1.0,0.0,F,0-35,South East Region,A Level or Equivalent,50-60%,0,60,N
284246,BBB,2014J,0,145.0,2.0,18.0,20.0,2.0,72.5,1.0,100.0,100.0,0.0,0.0,F,35-55,Ireland,A Level or Equivalent,30-40%,0,60,N
284762,BBB,2014J,0,21.0,3.0,16.0,20.0,4.0,7.0,1.0,100.0,100.0,0.0,-1.0,F,0-35,East Midlands Region,A Level or Equivalent,10-20,2,60,N
285470,BBB,2014J,0,28.0,3.0,2.0,12.0,10.0,9.333333333333334,0.0,0.0,0.0,0.0,0.0,F,0-35,East Anglian Region,A Level or Equivalent,50-60%,0,180,N
286338,BBB,2014J,0,294.0,18.0,-9.0,19.0,28.0,16.333333333333332,1.0,1.0,1.0,1.0,-14.0,F,35-55,South Region,Lower Than A Level,30-40%,0,60,N
286947,BBB,2014J,0,169.0,9.0,-9.0,14.0,23.0,18.77777777777778,1.0,1.0,1.0,1.0,-5.0,F,0-35,East Midlands Region,A Level or Equivalent,30-40%,1,60,N
288086,BBB,2014J,0,56.0,7.0,-9.0,17.0,26.0,8.0,1.0,1.0,1.0,1.0,-2.0,F,0-35,North Western Region,A Level or Equivalent,40-50%,0,180,N
290184,BBB,2014J,0,15.0,3.0,9.0,18.0,9.0,5.0,1.0,100.0,100.0,0.0,-1.0,F,0-35,East Anglian Region,HE Qualification,90-100%,0,120,N
293387,BBB,2014J,0,566.0,13.0,-9.0,19.0,28.0,43.53846153846154,1.0,100.0,100.0,0.0,-15.0,F,35-55,Wales,Lower Than A Level,20-30%,0,60,N
293989,BBB,2014J,1,68.0,5.0,-9.0,19.0,28.0,13.6,1.0,1.0,1.0,1.0,-17.0,F,0-35,Yorkshire Region,A Level or Equivalent,10-20,0,60,Y
294134,BBB,2014J,0,241.0,14.0,-8.0,16.0,24.0,17.214285714285715,1.0,1.0,1.0,1.0,-3.0,F,0-35,East Anglian Region,A Level or Equivalent,40-50%,0,60,N
297179,BBB,2014J,0,400.0,8.0,-9.0,19.0,28.0,50.0,1.0,1.0,1.0,1.0,-2.0,F,35-55,North Region,Lower Than A Level,50-60%,1,60,N
297685,BBB,2014J,0,99.0,5.0,-6.0,12.0,18.0,19.8,1.0,100.0,100.0,0.0,-1.0,F,35-55,South West Region,A Level or Equivalent,60-70%,0,120,N
297806,BBB,2014J,0,123.0,3.0,2.0,17.0,15.0,41.0,1.0,1.0,1.0,1.0,-4.0,F,35-55,East Midlands Region,Lower Than A Level,40-50%,0,60,N
298187,BBB,2014J,0,212.0,7.0,-7.0,17.0,24.0,30.285714285714285,1.0,100.0,100.0,0.0,-15.0,F,0-35,Scotland,Lower Than A Level,40-50%,0,60,N
298303,BBB,2014J,0,229.0,8.0,8.0,18.0,10.0,28.625,1.0,100.0,100.0,0.0,-7.0,F,0-35,Ireland,A Level or Equivalent,10-20,0,60,N
298961,BBB,2014J,0,64.0,3.0,0.0,2.0,2.0,21.333333333333332,1.0,1.0,1.0,1.0,-2.0,F,35-55,South Region,Lower Than A Level,30-40%,1,60,N
300819,BBB,2014J,0,74.0,5.0,-5.0,19.0,24.0,14.8,1.0,1.0,1.0,1.0,-1.0,M,0-35,South Region,HE Qualification,30-40%,0,60,N
303165,BBB,2014J,0,612.0,15.0,-9.0,20.0,29.0,40.8,1.0,1.0,1.0,1.0,0.0,F,35-55,Yorkshire Region,Lower Than A Level,10-20,0,60,N
303617,BBB,2014J,0,105.0,8.0,-9.0,18.0,27.0,13.125,1.0,1.0,1.0,1.0,-1.0,F,35-55,Wales,Lower Than A Level,0-10%,1,60,N
305909,BBB,2014J,0,149.0,7.0,-3.0,12.0,15.0,21.285714285714285,1.0,100.0,100.0,0.0,-7.0,F,35-55,South Region,A Level or Equivalent,60-70%,0,60,N
306478,BBB,2014J,0,81.0,3.0,-8.0,9.0,17.0,27.0,1.0,100.0,100.0,0.0,-10.0,F,0-35,Ireland,Lower Than A Level,80-90%,0,60,N
308775,BBB,2014J,0,217.0,11.0,-9.0,19.0,28.0,19.727272727272727,1.0,1.0,1.0,1.0,-4.0,F,35-55,North Region,A Level or Equivalent,10-20,0,120,N
308850,BBB,2014J,0,114.0,5.0,-2.0,16.0,18.0,22.8,1.0,1.0,1.0,1.0,-11.0,M,35-55,Wales,Lower Than A Level,10-20,0,120,N
314252,BBB,2014J,0,109.0,7.0,-5.0,17.0,22.0,15.571428571428571,1.0,100.0,100.0,0.0,-1.0,M,35-55,West Midlands Region,A Level or Equivalent,20-30%,0,60,N
314675,BBB,2014J,0,80.0,5.0,-5.0,16.0,21.0,16.0,1.0,1.0,1.0,1.0,-3.0,F,0-35,North Western Region,A Level or Equivalent,70-80%,0,60,N
314801,BBB,2014J,0,100.0,6.0,-5.0,18.0,23.0,16.666666666666668,1.0,100.0,100.0,0.0,-9.0,F,0-35,North Western Region,Lower Than A Level,0-10%,1,60,N
321450,BBB,2014J,0,88.0,4.0,-4.0,19.0,23.0,22.0,1.0,100.0,100.0,0.0,0.0,F,0-35,Wales,Lower Than A Level,40-50%,1,120,N
322184,BBB,2014J,1,64.0,3.0,2.0,14.0,12.0,21.333333333333332,1.0,1.0,1.0,1.0,-9.0,F,0-35,South West Region,Lower Than A Level,0-10%,0,60,N
322574,BBB,2014J,0,25.0,3.0,-7.0,16.0,23.0,8.333333333333334,1.0,1.0,1.0,1.0,-2.0,F,0-35,South West Region,A Level or Equivalent,30-40%,0,60,Y
327224,BBB,2014J,0,105.0,2.0,14.0,15.0,1.0,52.5,1.0,100.0,100.0,0.0,-5.0,F,35-55,Ireland,A Level or Equivalent,60-70%,3,60,N
327940,BBB,2014J,0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,100.0,100.0,0.0,-5.0,F,35-55,East Anglian Region,A Level or Equivalent,90-100%,0,60,N
330917,BBB,2014J,0,95.0,5.0,-7.0,17.0,24.0,19.0,1.0,1.0,1.0,1.0,-3.0,F,35-55,East Midlands Region,A Level or Equivalent,30-40%,0,60,N
335035,BBB,2014J,0,362.0,16.0,-9.0,20.0,29.0,22.625,1.0,100.0,100.0,0.0,-7.0,F,35-55,East Anglian Region,Lower Than A Level,70-80%,0,60,N
338554,BBB,2014J,0,39.0,3.0,-9.0,15.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,F,0-35,Scotland,HE Qualification,10-20,0,60,N
340216,BBB,2014J,0,137.0,7.0,-9.0,20.0,29.0,19.571428571428573,1.0,100.0,100.0,0.0,-3.0,F,0-35,South Region,A Level or Equivalent,50-60%,0,90,N
340592,BBB,2014J,0,170.0,9.0,-5.0,18.0,23.0,18.88888888888889,1.0,100.0,100.0,0.0,0.0,F,0-35,Wales,A Level or Equivalent,0-10%,3,120,N
340899,BBB,2014J,1,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,100.0,100.0,0.0,-2.0,M,0-35,Wales,Lower Than A Level,0-10%,0,60,N
341611,BBB,2014J,0,117.0,5.0,-5.0,20.0,25.0,23.4,0.0,0.0,0.0,0.0,0.0,F,0-35,North Western Region,Lower Than A Level,0-10%,1,120,N
342192,BBB,2014J,0,22.0,3.0,-1.0,17.0,18.0,7.333333333333333,1.0,100.0,100.0,0.0,-2.0,F,0-35,East Anglian Region,A Level or Equivalent,90-100%,0,90,Y
343138,BBB,2014J,0,109.0,8.0,-1.0,18.0,19.0,13.625,1.0,100.0,100.0,0.0,-6.0,F,35-55,London Region,A Level or Equivalent,10-20,0,60,N
345128,BBB,2014J,0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,0-35,East Anglian Region,A Level or Equivalent,80-90%,3,60,N
350312,BBB,2014J,0,35.0,2.0,4.0,18.0,14.0,17.5,1.0,85.0,85.0,0.0,-1.0,F,0-35,Wales,A Level or Equivalent,30-40%,1,90,N
350797,BBB,2014J,0,115.0,11.0,-9.0,19.0,28.0,10.454545454545455,1.0,100.0,100.0,0.0,-16.0,F,35-55,London Region,Lower Than A Level,50-60%,1,60,N
351050,BBB,2014J,0,46.0,4.0,-9.0,18.0,27.0,11.5,1.0,100.0,100.0,0.0,-1.0,F,0-35,Ireland,Lower Than A Level,10-20,0,60,N
353617,BBB,2014J,0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,0-35,Wales,Lower Than A Level,0-10%,0,60,N
357901,BBB,2014J,0,18.0,3.0,0.0,15.0,15.0,6.0,1.0,1.0,1.0,1.0,-2.0,F,0-35,North Region,Lower Than A Level,?,1,90,N
358001,BBB,2014J,0,27.0,5.0,-9.0,16.0,25.0,5.4,1.0,80.0,80.0,0.0,-9.0,F,0-35,Wales,A Level or Equivalent,60-70%,0,120,N
358204,BBB,2014J,0,1154.0,28.0,-9.0,20.0,29.0,41.214285714285715,1.0,1.0,1.0,1.0,-9.0,F,0-35,Scotland,Lower Than A Level,50-60%,0,120,N
361411,BBB,2014J,0,365.0,7.0,-2.0,20.0,22.0,52.142857142857146,1.0,100.0,100.0,0.0,-6.0,F,35-55,Scotland,HE Qualification,40-50%,0,60,N
363213,BBB,2014J,0,88.0,9.0,-7.0,19.0,26.0,9.777777777777779,1.0,100.0,100.0,0.0,0.0,M,0-35,Scotland,A Level or Equivalent,20-30%,0,60,N
364527,BBB,2014J,0,94.0,7.0,-9.0,19.0,28.0,13.428571428571429,1.0,100.0,100.0,0.0,0.0,F,0-35,Ireland,A Level or Equivalent,30-40%,2,60,N
365097,BBB,2014J,0,94.0,10.0,-9.0,20.0,29.0,9.4,1.0,1.0,1.0,1.0,-13.0,F,0-35,North Region,A Level or Equivalent,30-40%,0,120,N
365111,BBB,2014J,0,38.0,2.0,5.0,10.0,5.0,19.0,1.0,1.0,1.0,1.0,-9.0,F,0-35,Scotland,HE Qualification,30-40%,2,120,Y
366479,BBB,2014J,0,121.0,8.0,-9.0,16.0,25.0,15.125,1.0,100.0,100.0,0.0,-3.0,F,35-55,East Anglian Region,A Level or Equivalent,40-50%,0,60,N
368521,BBB,2014J,0,341.0,18.0,-8.0,19.0,27.0,18.944444444444443,1.0,1.0,1.0,1.0,-19.0,F,0-35,North Western Region,A Level or Equivalent,40-50%,0,60,N
369234,BBB,2014J,0,52.0,7.0,-9.0,18.0,27.0,7.428571428571429,1.0,1.0,1.0,1.0,-3.0,F,0-35,Wales,Lower Than A Level,30-40%,2,60,Y
372602,BBB,2014J,0,15.0,4.0,-5.0,20.0,25.0,3.75,1.0,1.0,1.0,1.0,-4.0,F,0-35,South Region,A Level or Equivalent,90-100%,0,120,N
373174,BBB,2014J,0,303.0,13.0,-9.0,19.0,28.0,23.307692307692307,0.0,0.0,0.0,0.0,0.0,F,0-35,West Midlands Region,A Level or Equivalent,0-10%,2,60,N
373846,BBB,2014J,1,239.0,9.0,-9.0,18.0,27.0,26.555555555555557,1.0,1.0,1.0,1.0,-20.0,F,35-55,South Region,A Level or Equivalent,40-50%,1,60,N
379212,BBB,2014J,1,74.0,5.0,-9.0,12.0,21.0,14.8,1.0,100.0,100.0,0.0,-6.0,F,35-55,North Western Region,Lower Than A Level,30-40%,0,180,N
379720,BBB,2014J,0,57.0,4.0,-3.0,18.0,21.0,14.25,1.0,1.0,1.0,1.0,-1.0,F,0-35,East Midlands Region,Lower Than A Level,10-20,0,60,Y
381882,BBB,2014J,0,144.0,9.0,-8.0,16.0,24.0,16.0,1.0,1.0,1.0,1.0,-3.0,F,0-35,East Anglian Region,A Level or Equivalent,40-50%,1,120,N
385341,BBB,2014J,0,75.0,2.0,-7.0,18.0,25.0,37.5,1.0,1.0,1.0,1.0,-1.0,F,0-35,North Western Region,A Level or Equivalent,0-10%,0,60,N
385405,BBB,2014J,0,111.0,4.0,11.0,18.0,7.0,27.75,1.0,100.0,100.0,0.0,-6.0,M,35-55,Ireland,A Level or Equivalent,0-10%,1,60,N
387406,BBB,2014J,0,79.0,6.0,3.0,19.0,16.0,13.166666666666666,1.0,100.0,100.0,0.0,0.0,F,0-35,Wales,Lower Than A Level,20-30%,2,60,N
387773,BBB,2014J,0,571.0,21.0,-9.0,20.0,29.0,27.19047619047619,1.0,100.0,100.0,0.0,-1.0,F,0-35,Scotland,A Level or Equivalent,10-20,0,120,N
388738,BBB,2014J,1,312.0,14.0,-9.0,19.0,28.0,22.285714285714285,1.0,100.0,100.0,0.0,-6.0,M,35-55,South Region,A Level or Equivalent,10-20,1,60,N
391937,BBB,2014J,0,434.0,16.0,-9.0,19.0,28.0,27.125,1.0,100.0,100.0,0.0,-9.0,F,35-55,South West Region,A Level or Equivalent,60-70%,0,60,N
394314,BBB,2014J,1,175.0,6.0,-9.0,17.0,26.0,29.166666666666668,1.0,1.0,1.0,1.0,-2.0,F,0-35,Yorkshire Region,Lower Than A Level,0-10%,0,60,N
395169,BBB,2014J,1,125.0,13.0,-9.0,17.0,26.0,9.615384615384615,1.0,100.0,100.0,0.0,-18.0,F,0-35,South East Region,Lower Than A Level,40-50%,0,60,Y
395320,BBB,2014J,0,191.0,8.0,-7.0,17.0,24.0,23.875,1.0,1.0,1.0,1.0,-3.0,F,35-55,South Region,HE Qualification,40-50%,1,60,N
395822,BBB,2014J,0,459.0,15.0,-9.0,20.0,29.0,30.6,1.0,100.0,100.0,0.0,-2.0,F,0-35,South West Region,A Level or Equivalent,40-50%,0,60,N
396016,BBB,2014J,0,26.0,2.0,0.0,10.0,10.0,13.0,1.0,1.0,1.0,1.0,-9.0,F,0-35,East Anglian Region,A Level or Equivalent,60-70%,0,60,N
396673,BBB,2014J,1,156.0,12.0,-9.0,18.0,27.0,13.0,1.0,1.0,1.0,1.0,-3.0,F,35-55,South Region,A Level or Equivalent,20-30%,0,240,N
397414,BBB,2014J,0,90.0,8.0,-4.0,18.0,22.0,11.25,1.0,100.0,100.0,0.0,-1.0,F,0-35,West Midlands Region,A Level or Equivalent,40-50%,2,60,Y
398442,BBB,2014J,0,94.0,10.0,-9.0,20.0,29.0,9.4,1.0,100.0,100.0,0.0,-2.0,M,0-35,Scotland,A Level or Equivalent,70-80%,0,120,N
399737,BBB,2014J,0,120.0,7.0,-9.0,20.0,29.0,17.142857142857142,1.0,100.0,100.0,0.0,-1.0,M,35-55,East Anglian Region,A Level or Equivalent,50-60%,1,60,N
400549,BBB,2014J,0,262.0,8.0,-9.0,18.0,27.0,32.75,1.0,1.0,1.0,1.0,-2.0,F,0-35,Wales,A Level or Equivalent,0-10%,0,120,N
401317,BBB,2014J,0,232.0,12.0,-7.0,20.0,27.0,19.333333333333332,1.0,1.0,1.0,1.0,-1.0,F,0-35,Scotland,A Level or Equivalent,20-30%,2,60,N
402180,BBB,2014J,0,218.0,13.0,-9.0,16.0,25.0,16.76923076923077,1.0,100.0,100.0,0.0,-18.0,F,0-35,Yorkshire Region,Lower Than A Level,0-10%,0,60,N
403213,BBB,2014J,0,42.0,2.0,5.0,6.0,1.0,21.0,1.0,100.0,100.0,0.0,-1.0,F,0-35,South Region,A Level or Equivalent,20-30%,0,60,N
404121,BBB,2014J,0,168.0,11.0,-9.0,12.0,21.0,15.272727272727273,1.0,1.0,1.0,1.0,-16.0,F,0-35,Wales,Lower Than A Level,40-50%,0,60,N
